name,country,position,club,probability,popularity,price,points,ID,young,weekday
MATEUSZ SKRZYPCZAK,POLSKA,OBROŃCA,JAGIELLONIA BIAŁYSTOK,0.278018599,2333,2,31,1169,False,10
PATRYK MAKUCH,POLSKA,NAPASTNIK,RAKÓW CZĘSTOCHOWA,0.676373548,2901,1.9,33,1168,False,10
ALEKSANDER BUKSA,POLSKA,NAPASTNIK,GÓRNIK ZABRZE,0.174672489,3351,1.6,17,1146,True,10
HUBERT SOBOL,POLSKA,NAPASTNIK,WIDZEW ŁÓDŹ,0.367108648,418,1.7,8,1096,False,10
PIOTR SAMIEC-TALAR,POLSKA,POMOCNIK,ŚLĄSK WROCŁAW,0.340314136,1286,2,6,1092,False,10
MARCEL ZAPYTOWSKI,POLSKA,BRAMKARZ,KORONA KIELCE,0.255333969,181,1.5,0,1089,False,10
TOMASZ MAKOWSKI,POLSKA,POMOCNIK,KGHM ZAGŁĘBIE LUBIN,0.420524919,121,1.8,18,1055,False,10
MICHAŁ OZGA,POLSKA,OBROŃCA,JAGIELLONIA BIAŁYSTOK,0.278018599,228,0.8,0,1040,False,10
BARTŁOMIEJ ŻYNEL,POLSKA,BRAMKARZ,JAGIELLONIA BIAŁYSTOK,0.278018599,310,1,0,1029,False,10
MATEUSZ RADECKI,POLSKA,POMOCNIK,PUSZCZA NIEPOŁOMICE,0.116303256,44,1.6,13,1021,False,10
MARIUSZ MALEC,POLSKA,OBROŃCA,POGOŃ SZCZECIN,0.421097570,785,1.8,9,1015,False,10
PATRYK SOKOŁOWSKI,POLSKA,POMOCNIK,CRACOVIA,0.531730738,585,1.7,25,1012,False,10
JORGE FÉLIX GARCIA,HISZPANIA,POMOCNIK,PIAST GLIWICE,0.447992056,1068,2.4,15,1010,False,10
DANIEL MIKOŁAJEWSKI,POLSKA,OBROŃCA,KGHM ZAGŁĘBIE LUBIN,0.420524919,1,1.4,0,1006,True,10
JAKUB ARAK,POLSKA,NAPASTNIK,GKS KATOWICE,0.306993713,258,1.6,7,1004,False,10
KAROL SZYMAŃSKI,POLSKA,BRAMKARZ,PIAST GLIWICE,0.447992056,82,1.5,0,1001,False,10
LUKAS KLEMENZ,POLSKA,OBROŃCA,GKS KATOWICE,0.306993713,326,1.7,20,994,False,10
TOMASZ NEUGEBAUER,POLSKA,POMOCNIK,LECHIA GDAŃSK,0.360182070,1880,1.7,17,991,True,10
KRZYSZTOF KUBICA,POLSKA,POMOCNIK,MOTOR LUBLIN,0.366492147,185,1.7,7,988,False,10
OSKAR REPKA,POLSKA,POMOCNIK,GKS KATOWICE,0.306993713,200,1.7,31,979,False,10
SEBASTIAN MILEWSKI,POLSKA,POMOCNIK,GKS KATOWICE,0.306993713,39,1.7,11,964,False,10
ARKADIUSZ JĘDRYCH,POLSKA,OBROŃCA,GKS KATOWICE,0.306993713,4744,1.8,28,951,False,10
MATEUSZ CICHOCKI,POLSKA,OBROŃCA,RADOMIAK RADOM,0.305219699,86,1.8,15,950,False,10
MÄRTEN KUUSK,ESTONIA,OBROŃCA,GKS KATOWICE,0.306993713,54,1.7,13,948,False,10
FABIAN PIASECKI,POLSKA,NAPASTNIK,PIAST GLIWICE,0.447992056,672,1.8,14,942,False,10
RAFAŁ AUGUSTYNIAK,POLSKA,OBROŃCA,LEGIA WARSZAWA,0.589519651,1796,1.8,15,923,False,10
WIKTOR DŁUGOSZ,POLSKA,POMOCNIK,KORONA KIELCE,0.255333969,59,1.7,15,860,False,10
MATEUSZ CHOLEWIAK,POLSKA,POMOCNIK,PUSZCZA NIEPOŁOMICE,0.116303256,137,1.7,14,851,False,10
ARKADIUSZ NAJEMSKI,POLSKA,OBROŃCA,MOTOR LUBLIN,0.366492147,45,1.6,10,850,False,10
SERAFIN SZOTA,POLSKA,OBROŃCA,ŚLĄSK WROCŁAW,0.340314136,273,1.7,1,830,False,10
MATEUSZ GRZYBEK,POLSKA,OBROŃCA,KGHM ZAGŁĘBIE LUBIN,0.420524919,217,1.8,17,827,False,10
MIŁOSZ SZCZEPAŃSKI,POLSKA,POMOCNIK,PIAST GLIWICE,0.447992056,28,1.7,13,816,False,10
MATEUSZ ŻYRO,POLSKA,OBROŃCA,WIDZEW ŁÓDŹ,0.367108648,2061,1.8,32,813,False,10
WOJCIECH HAJDA,POLSKA,POMOCNIK,PUSZCZA NIEPOŁOMICE,0.116303256,83,1.7,5,807,False,10
DAWID BŁANIK,POLSKA,POMOCNIK,KORONA KIELCE,0.255333969,452,1.7,13,791,False,10
FRANTIŠEK PLACH,SŁOWACJA,BRAMKARZ,PIAST GLIWICE,0.447992056,5158,1.8,31,790,False,10
KAROL DYBOWSKI,POLSKA,BRAMKARZ,PGE FKS STAL MIELEC,0.213900774,10,1.3,0,789,False,10
MATEUSZ ŻUKOWSKI,POLSKA,POMOCNIK,ŚLĄSK WROCŁAW,0.340314136,214,1.7,16,777,False,10
SEBASTIAN BERGIER,POLSKA,NAPASTNIK,GKS KATOWICE,0.306993713,719,1.7,8,774,False,10
MATHIEU SCALET,FRANCJA,POMOCNIK,MOTOR LUBLIN,0.366492147,203,1.5,15,773,False,10
KONRAD POPRAWA,POLSKA,OBROŃCA,ŚLĄSK WROCŁAW,0.340314136,47,1.7,0,769,False,10
JESÚS IMAZ,HISZPANIA,POMOCNIK,JAGIELLONIA BIAŁYSTOK,0.278018599,15104,3.4,43,765,False,10
MICHAL SIPLAK,SŁOWACJA,OBROŃCA,PUSZCZA NIEPOŁOMICE,0.116303256,223,1.7,21,720,False,10
DAMIAN KĄDZIOR,POLSKA,POMOCNIK,PIAST GLIWICE,0.447992056,853,1.8,27,714,False,10
DAMIAN RASAK,POLSKA,POMOCNIK,GÓRNIK ZABRZE,0.174672489,3701,1.9,37,705,False,10
PATRYK KUN,POLSKA,OBROŃCA,LEGIA WARSZAWA,0.589519651,275,2,2,701,False,10
JAKUB ŚWIERCZOK,POLSKA,NAPASTNIK,ŚLĄSK WROCŁAW,0.340314136,22,1.8,1,700,False,10
ALAN CZERWIŃSKI,POLSKA,OBROŃCA,GKS KATOWICE,0.306993713,690,1.8,13,698,False,10
ZORAN ARSENIĆ,CHORWACJA,OBROŃCA,RAKÓW CZĘSTOCHOWA,0.676373548,849,1.9,0,692,False,10
MICHAŁ NALEPA,POLSKA,OBROŃCA,KGHM ZAGŁĘBIE LUBIN,0.420524919,130,1.8,-2,681,False,10
JAKUB SERAFIN,POLSKA,POMOCNIK,PUSZCZA NIEPOŁOMICE,0.116303256,400,1.7,27,679,False,10
TOMASZ LOSKA,POLSKA,BRAMKARZ,ŚLĄSK WROCŁAW,0.340314136,263,1.6,0,672,False,10
ŁUKASZ WOLSZTYŃSKI,POLSKA,NAPASTNIK,PGE FKS STAL MIELEC,0.213900774,288,1.6,8,658,False,10
RAFAŁ KURZAWA,POLSKA,POMOCNIK,POGOŃ SZCZECIN,0.421097570,650,1.8,18,645,False,10
BARTOSZ KOPACZ,POLSKA,OBROŃCA,KGHM ZAGŁĘBIE LUBIN,0.420524919,607,1.8,3,640,False,10
MATEUSZ WDOWIAK,POLSKA,POMOCNIK,KGHM ZAGŁĘBIE LUBIN,0.420524919,832,1.8,24,633,False,10
ADRIAN DANEK,POLSKA,OBROŃCA,GKS KATOWICE,0.306993713,37,1.6,0,610,False,10
PATRYK DZICZEK,POLSKA,POMOCNIK,PIAST GLIWICE,0.447992056,1342,2,19,587,False,10
MARCIN WASIELEWSKI,POLSKA,OBROŃCA,GKS KATOWICE,0.306993713,279,1.6,22,563,False,10
DUŠAN KUCIAK,SŁOWACJA,BRAMKARZ,RAKÓW CZĘSTOCHOWA,0.676373548,411,1.7,0,558,False,10
ARTUR JĘDRZEJCZYK,POLSKA,OBROŃCA,LEGIA WARSZAWA,0.589519651,868,1.8,11,535,False,10
MICHAŁ WALSKI,POLSKA,POMOCNIK,PUSZCZA NIEPOŁOMICE,0.116303256,452,1.7,8,518,False,10
ŁUKASZ BEJGER,POLSKA,OBROŃCA,ŚLĄSK WROCŁAW,0.340314136,1096,2,2,514,False,10
PIOTR MALARCZYK,POLSKA,OBROŃCA,KORONA KIELCE,0.255333969,59,1.7,5,501,False,10
BARTOSZ NOWAK,POLSKA,POMOCNIK,GKS KATOWICE,0.306993713,1231,2.1,24,480,False,10
PIOTR WLAZŁO,POLSKA,POMOCNIK,PGE FKS STAL MIELEC,0.213900774,678,1.8,12,461,False,10
PIOTR MROZIŃSKI,POLSKA,OBROŃCA,PUSZCZA NIEPOŁOMICE,0.116303256,46,1.9,22,456,False,10
JAKUB ŁUKOWSKI,POLSKA,POMOCNIK,WIDZEW ŁÓDŹ,0.367108648,4128,1.9,38,455,False,10
GRZEGORZ TOMASIEWICZ,POLSKA,POMOCNIK,PIAST GLIWICE,0.447992056,396,1.9,28,432,False,10
ADRIAN BŁĄD,POLSKA,POMOCNIK,GKS KATOWICE,0.306993713,857,1.8,30,423,False,10
KONRAD JAŁOCHA,POLSKA,BRAMKARZ,PGE FKS STAL MIELEC,0.213900774,203,1.5,0,409,False,10
ARTUR SIEMASZKO,POLSKA,NAPASTNIK,PUSZCZA NIEPOŁOMICE,0.116303256,396,1.7,0,408,False,10
ARKADIUSZ WOŹNIAK,POLSKA,POMOCNIK,KGHM ZAGŁĘBIE LUBIN,0.420524919,23,1.7,2,402,False,10
JAROSŁAW KUBICKI,POLSKA,POMOCNIK,JAGIELLONIA BIAŁYSTOK,0.278018599,6267,1.8,43,395,False,10
FILIP JAGIEŁŁO,POLSKA,POMOCNIK,LECH POZNAŃ,0.474741550,25,1.9,15,392,False,10
DOMINIK HŁADUN,POLSKA,BRAMKARZ,KGHM ZAGŁĘBIE LUBIN,0.420524919,919,1.8,22,382,False,10
MIŁOSZ TROJAK,POLSKA,OBROŃCA,KORONA KIELCE,0.255333969,605,1.8,18,298,False,10
MARCIN LISTKOWSKI,POLSKA,POMOCNIK,JAGIELLONIA BIAŁYSTOK,0.278018599,18,1.9,9,278,False,10
MATEUSZ MATRAS,POLSKA,OBROŃCA,PGE FKS STAL MIELEC,0.213900774,884,1.8,19,272,False,10
SEBASTIAN RUDOL,POLSKA,OBROŃCA,MOTOR LUBLIN,0.366492147,1605,1.7,32,264,False,10
JAKUB CZERWIŃSKI,POLSKA,OBROŃCA,PIAST GLIWICE,0.447992056,3137,1.9,32,256,False,10
RADOSŁAW MURAWSKI,POLSKA,POMOCNIK,LECH POZNAŃ,0.474741550,930,1.9,28,244,False,10
MATEUSZ MAK,POLSKA,POMOCNIK,GKS KATOWICE,0.306993713,523,1.7,2,243,False,10
TOMASZ MOKWA,POLSKA,OBROŃCA,PIAST GLIWICE,0.447992056,585,1.7,7,231,False,10
RAFAŁ WOLSKI,POLSKA,POMOCNIK,RADOMIAK RADOM,0.305219699,1319,1.8,24,184,False,10
BARTŁOMIEJ PAWŁOWSKI,POLSKA,POMOCNIK,WIDZEW ŁÓDŹ,0.367108648,300,2.4,0,181,False,10
MICHAŁ CHRAPEK,POLSKA,POMOCNIK,PIAST GLIWICE,0.447992056,2942,1.9,39,171,False,10
PAWEŁ STOLARSKI,POLSKA,OBROŃCA,MOTOR LUBLIN,0.366492147,705,1.7,11,168,False,10
RAFAŁ JANICKI,POLSKA,OBROŃCA,GÓRNIK ZABRZE,0.174672489,1240,1.8,11,166,False,10
ŁUKASZ BUDZIŁEK,POLSKA,BRAMKARZ,MOTOR LUBLIN,0.366492147,257,1.5,0,159,False,10
JASMIN BURIĆ,BOŚNIA I HERCEGOWINA,BRAMKARZ,KGHM ZAGŁĘBIE LUBIN,0.420524919,476,1.6,1,130,False,10
MARCIN CEBULA,POLSKA,POMOCNIK,ŚLĄSK WROCŁAW,0.340314136,932,1.8,10,111,False,10
GRZEGORZ ROGALA,POLSKA,OBROŃCA,GKS KATOWICE,0.306993713,734,1.6,21,106,False,10
DAWID SZYMONOWICZ,POLSKA,OBROŃCA,PUSZCZA NIEPOŁOMICE,0.116303256,191,1.8,7,88,False,10
TARAS ROMANCZUK,POLSKA,POMOCNIK,JAGIELLONIA BIAŁYSTOK,0.278018599,3410,2,34,86,False,10
ŁUKASZ SOŁOWIEJ,POLSKA,OBROŃCA,PUSZCZA NIEPOŁOMICE,0.116303256,577,1.7,1,66,False,10
KAMIL PAJNOWSKI,POLSKA,OBROŃCA,PGE FKS STAL MIELEC,0.213900774,670,1.2,0,64,False,10
DAMIAN JAKUBIK,POLSKA,OBROŃCA,RADOMIAK RADOM,0.305219699,510,1.7,-1,37,False,10
DAMIAN DĄBROWSKI,POLSKA,POMOCNIK,KGHM ZAGŁĘBIE LUBIN,0.420524919,717,1.8,21,20,False,10
HUBERT ADAMCZYK,POLSKA,POMOCNIK,KGHM ZAGŁĘBIE LUBIN,0.420524919,41,1.7,8,15,False,10
KAMIL PESTKA,POLSKA,OBROŃCA,RAKÓW CZĘSTOCHOWA,0.676373548,2054,1.8,22,10,False,10
